candidate_id,run_id,bundle_id,cell_id,period_role,attempt_id,from_date,to_date,terminal_mode,runtime_probe_complete,telemetry_observed,tester_report_observed,tester_report_completed,report_parse_status,missing_metric_count,total_net_profit,gross_profit,gross_loss,profit_factor,total_trades,trades_per_day,balance_drawdown_maximal_pct,equity_drawdown_maximal_pct,period_judgment,judgment_reasons,operational_review_reference_observed,tester_report_kpi_summary_path,terminal_run_summary_path,tester_report_path,claim_boundary
candidate_wave03_vst_cell_015_score_probe_l5_target_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,bundle_wave03_vst_cell_015_l4_onnx_export_v0,wave03_vst_cell_015,validation,attempt_wave03_vst_cell_015_l5_validation_decision_execution_v0,2024.06.05,2025.03.10,portable_contract_attempt,True,True,True,True,parsed,0,2.18,430.84,-428.66,1.01,638,2.2867383512544803,6.94,7.36,positive_l5_runtime_observation_not_economics_pass,stronger_claim_requires_final_claim_guard,False,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_validation_decision_execution_v0/tester_report_kpi_summary.yaml,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_validation_decision_execution_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_validation_decision_execution_v0/reports/tester_report.htm,wave03_l5_candidate_runtime_evidence_observed_no_selected_baseline_no_runtime_authority_no_economics_pass_no_live_readiness_no_goal_achieve
candidate_wave03_vst_cell_015_score_probe_l5_target_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,bundle_wave03_vst_cell_015_l4_onnx_export_v0,wave03_vst_cell_015,research_oos,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,2025.04.03,2025.11.21,portable_contract_attempt,True,True,True,True,parsed,0,-102.79,395.58,-498.37,0.79,529,2.2703862660944205,26.6,28.28,negative_l5_runtime_evidence,non_positive_total_net_profit|profit_factor_below_1|drawdown_above_10pct_reference,False,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/tester_report_kpi_summary.yaml,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/reports/tester_report.htm,wave03_l5_candidate_runtime_evidence_observed_no_selected_baseline_no_runtime_authority_no_economics_pass_no_live_readiness_no_goal_achieve
