attempt_id,source_attempt_id,run_id,bundle_id,cell_id,period_role,direction_policy,hold_bars,from_date,to_date,status,attempt_manifest_path,tester_config_path,source_score_telemetry_common_path,execution_telemetry_common_path,decision_family,decision_execution_kind,decision_output,score_low_threshold,score_high_threshold,runtime_period_set_id,tester_execution_profile_id,claim_boundary
attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0,attempt_wave01_st_cell_003_l4_validation_v0,onnxlab_wave01_st_cell_003_session_transition_surface_v0,bundle_wave01_st_cell_003_l4_onnx_export_v0,wave01_st_cell_003,validation,score_band_inverse_side,9,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/tester_config.ini,SpaceSonar\l4_score_probe\attempt_wave01_st_cell_003_l4_validation_v0\score_telemetry.csv,SpaceSonar\wave01_session_transition_l4_decision_replay\attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0\execution_telemetry.csv,failed_breakout_reversion_abstain_exit,score_band_inverse_directional,score_ge_high_short_score_le_low_long_otherwise_flat,0.44869985695954306,0.5511919824722554,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,score_replay_decision_adapter_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0,attempt_wave01_st_cell_003_l4_research_oos_v0,onnxlab_wave01_st_cell_003_session_transition_surface_v0,bundle_wave01_st_cell_003_l4_onnx_export_v0,wave01_st_cell_003,research_oos,score_band_inverse_side,9,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/tester_config.ini,SpaceSonar\l4_score_probe\attempt_wave01_st_cell_003_l4_research_oos_v0\score_telemetry.csv,SpaceSonar\wave01_session_transition_l4_decision_replay\attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0\execution_telemetry.csv,failed_breakout_reversion_abstain_exit,score_band_inverse_directional,score_ge_high_short_score_le_low_long_otherwise_flat,0.44869985695954306,0.5511919824722554,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,score_replay_decision_adapter_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
