attempt_id,source_attempt_id,run_id,bundle_id,cell_id,period_role,direction_policy,from_date,to_date,status,result_judgment,source_score_telemetry_observed,execution_telemetry_observed,execution_row_count,open_action_count,close_action_count,open_failed_count,tester_report_observed,tester_log_observed,tester_final_balance,terminal_mode,terminal_exit_code,terminal_timed_out,terminal_run_summary_path,execution_telemetry_summary_path,tester_log_summary_path,repo_execution_telemetry_path,tester_report_path,claim_boundary,next_action
attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0,attempt_wave01_st_cell_003_l4_validation_v0,onnxlab_wave01_st_cell_003_session_transition_surface_v0,bundle_wave01_st_cell_003_l4_onnx_export_v0,wave01_st_cell_003,validation,score_band_inverse_side,2024.06.05,2025.03.10,completed_decision_replay_execution_telemetry_observed,runtime_probe,True,True,53554,5402,5406,24,False,True,373.44,main_mode_config_fallback,0,False,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_validation_score_band_inverse_side_v0/telemetry/execution_telemetry.csv,,wave01_session_transition_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate,continue/repair decision replay terminal execution before L5 or economics claim
attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0,attempt_wave01_st_cell_003_l4_research_oos_v0,onnxlab_wave01_st_cell_003_session_transition_surface_v0,bundle_wave01_st_cell_003_l4_onnx_export_v0,wave01_st_cell_003,research_oos,score_band_inverse_side,2025.04.03,2025.11.21,completed_decision_replay_execution_telemetry_observed,runtime_probe,True,True,45281,4598,4597,11,False,True,429.89,main_mode_config_fallback,0,False,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave01_st_cell_003_l4_decision_replay_research_oos_score_band_inverse_side_v0/telemetry/execution_telemetry.csv,,wave01_session_transition_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate,continue/repair decision replay terminal execution before L5 or economics claim
