record_id,schema_version,record_family,stage_kind,goal_id,wave_id,campaign_id,synthesis_stage_id,surface_id,sweep_id,run_id,l4_pair_id,bundle_id,attempt_id,period_role,proxy_record_id,mt5_record_id,metric_id,metric_namespace,metric_value,value_type,unit,value_status,n_a_reason,authority,authority_path,authority_sha256,source_artifact_refs_json,parser_diagnostic,claim_effect,claim_boundary,created_at_utc
proxy_onnxlab_wave01_eb_cell_001_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_001_event_barrier_surface_v0,wave01_eb_cell_001,,,validation,,,proxy.validation.roc_auc,proxy,0.522462947351,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_001_event_barrier_surface_v0/metrics.json,a41309fddc9fc71d576cefbdb701e24c796bc31993e6bfbfe328a49ab66049c5,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_001_event_barrier_surface_v0/metrics.json"", ""sha256"": ""a41309fddc9fc71d576cefbdb701e24c796bc31993e6bfbfe328a49ab66049c5"", ""size_bytes"": 4044}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_002_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_002_event_barrier_surface_v0,wave01_eb_cell_002,,,validation,,,proxy.validation.roc_auc,proxy,0.642739003228,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_002_event_barrier_surface_v0/metrics.json,8ea22c00eadccae54059d0f7b18a0589e10f5e8ab99eedd2422a088b45fe3ee1,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_002_event_barrier_surface_v0/metrics.json"", ""sha256"": ""8ea22c00eadccae54059d0f7b18a0589e10f5e8ab99eedd2422a088b45fe3ee1"", ""size_bytes"": 4074}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_003_event_barrier_surface_v0_proxy_validation_spearman_corr_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_003_event_barrier_surface_v0,wave01_eb_cell_003,,,validation,,,proxy.validation.spearman_corr,proxy,0.0318200450069,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_003_event_barrier_surface_v0/metrics.json,bab28e1b8a2081764245c6ad470f244ef15b448a27cac8786c1cb9e3838240bc,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_003_event_barrier_surface_v0/metrics.json"", ""sha256"": ""bab28e1b8a2081764245c6ad470f244ef15b448a27cac8786c1cb9e3838240bc"", ""size_bytes"": 3845}]",proxy_metrics_json_key:model_metrics.validation.spearman_corr,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_004_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_004_event_barrier_surface_v0,wave01_eb_cell_004,,,validation,,,proxy.validation.roc_auc,proxy,0.845784750065,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_004_event_barrier_surface_v0/metrics.json,405e2c87ed848609e98308fb157c2f4e687f5d53ba1f2914eb3522eb65f6e3f5,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_004_event_barrier_surface_v0/metrics.json"", ""sha256"": ""405e2c87ed848609e98308fb157c2f4e687f5d53ba1f2914eb3522eb65f6e3f5"", ""size_bytes"": 3859}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_005_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_005_event_barrier_surface_v0,wave01_eb_cell_005,,,validation,,,proxy.validation.roc_auc,proxy,0.508360845262,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_005_event_barrier_surface_v0/metrics.json,374220b55a52af8a8767bd98ea61a02d4aa5a0d97db05eebc344e40500c1f790,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_005_event_barrier_surface_v0/metrics.json"", ""sha256"": ""374220b55a52af8a8767bd98ea61a02d4aa5a0d97db05eebc344e40500c1f790"", ""size_bytes"": 4065}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_006_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_006_event_barrier_surface_v0,wave01_eb_cell_006,,,validation,,,proxy.validation.roc_auc,proxy,0.810779591657,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_006_event_barrier_surface_v0/metrics.json,08a66d99458c8aa9740af7e75e21a0455d424b129a2bfca4863c557bacef9fec,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_006_event_barrier_surface_v0/metrics.json"", ""sha256"": ""08a66d99458c8aa9740af7e75e21a0455d424b129a2bfca4863c557bacef9fec"", ""size_bytes"": 4040}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_007_event_barrier_surface_v0_proxy_validation_spearman_corr_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_007_event_barrier_surface_v0,wave01_eb_cell_007,,,validation,,,proxy.validation.spearman_corr,proxy,0.298058719711,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_007_event_barrier_surface_v0/metrics.json,cc0c056f42b7f71065f645e0509889b4063ba26c929d0c9bc372c9ff15b56b4e,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_007_event_barrier_surface_v0/metrics.json"", ""sha256"": ""cc0c056f42b7f71065f645e0509889b4063ba26c929d0c9bc372c9ff15b56b4e"", ""size_bytes"": 3974}]",proxy_metrics_json_key:model_metrics.validation.spearman_corr,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_008_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_008_event_barrier_surface_v0,wave01_eb_cell_008,,,validation,,,proxy.validation.roc_auc,proxy,0.836699254889,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/metrics.json,dce444eb25de67e7395be302522c77940f6e2fc5435c145422b1030c6b8e80f6,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_008_event_barrier_surface_v0/metrics.json"", ""sha256"": ""dce444eb25de67e7395be302522c77940f6e2fc5435c145422b1030c6b8e80f6"", ""size_bytes"": 4043}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_009_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_009_event_barrier_surface_v0,wave01_eb_cell_009,,,validation,,,proxy.validation.roc_auc,proxy,0.881218899847,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/metrics.json,abaeaba989e4fc9e33fa2bfee442b79ddd469b813baa97c10c0ac992ac5a5352,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_009_event_barrier_surface_v0/metrics.json"", ""sha256"": ""abaeaba989e4fc9e33fa2bfee442b79ddd469b813baa97c10c0ac992ac5a5352"", ""size_bytes"": 3884}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
proxy_onnxlab_wave01_eb_cell_010_event_barrier_surface_v0_proxy_validation_roc_auc_v1,kpi_ledger_record_v1,proxy_experiment,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_closedbar_surface_cartography_v0,campaign_us100_event_barrier_decision_surface_v0,,surface_us100_event_barrier_decision_surface_v0,sweep_us100_event_barrier_broad_v0,onnxlab_wave01_eb_cell_010_event_barrier_surface_v0,wave01_eb_cell_010,,,validation,,,proxy.validation.roc_auc,proxy,0.51174890195,float,ratio,observed,,proxy_metrics_json,lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/metrics.json,d5cc815e88144bf799afc185c0cf8c91396f7342689fc00515fe7ab03e7008c3,"[{""availability"": ""present_hash_recorded"", ""path"": ""lab/runs/onnxlab_wave01_eb_cell_010_event_barrier_surface_v0/metrics.json"", ""sha256"": ""d5cc815e88144bf799afc185c0cf8c91396f7342689fc00515fe7ab03e7008c3"", ""size_bytes"": 4068}]",proxy_metrics_json_key:model_metrics.validation.roc_auc,proxy_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-27T05:57:51Z
