attempt_id,source_attempt_id,run_id,bundle_id,cell_id,period_role,direction_policy,from_date,to_date,status,result_judgment,source_score_telemetry_observed,execution_telemetry_observed,execution_row_count,open_action_count,close_action_count,open_failed_count,tester_report_observed,runtime_probe_complete,tester_log_observed,tester_final_balance,terminal_mode,terminal_exit_code,terminal_timed_out,terminal_run_summary_path,execution_telemetry_summary_path,tester_log_summary_path,repo_execution_telemetry_path,tester_report_path,claim_boundary,next_action
attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0,attempt_wave02_crh_cell_001_l4_validation_v0,onnxlab_wave02_crh_cell_001_cost_risk_holding_v0,bundle_wave02_crh_cell_001_l4_onnx_export_v0,wave02_crh_cell_001,validation,score_band_side,2024.06.05,2025.03.10,runtime_probe_completed,runtime_probe,True,True,53554,4873,4881,36,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_validation_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0,attempt_wave02_crh_cell_001_l4_research_oos_v0,onnxlab_wave02_crh_cell_001_cost_risk_holding_v0,bundle_wave02_crh_cell_001_l4_onnx_export_v0,wave02_crh_cell_001,research_oos,score_band_side,2025.04.03,2025.11.21,runtime_probe_completed,runtime_probe,True,True,45281,4356,4362,12,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_001_l4_decision_replay_research_oos_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0,attempt_wave02_crh_cell_002_l4_validation_v0,onnxlab_wave02_crh_cell_002_cost_risk_holding_v0,bundle_wave02_crh_cell_002_l4_onnx_export_v0,wave02_crh_cell_002,validation,score_band_side,2024.06.05,2025.03.10,runtime_probe_completed,runtime_probe,True,True,53554,3139,3199,26,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_validation_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0,attempt_wave02_crh_cell_002_l4_research_oos_v0,onnxlab_wave02_crh_cell_002_cost_risk_holding_v0,bundle_wave02_crh_cell_002_l4_onnx_export_v0,wave02_crh_cell_002,research_oos,score_band_side,2025.04.03,2025.11.21,runtime_probe_completed,runtime_probe,True,True,45281,2739,2805,37,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_002_l4_decision_replay_research_oos_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0,attempt_wave02_crh_cell_003_l4_validation_v0,onnxlab_wave02_crh_cell_003_cost_risk_holding_v0,bundle_wave02_crh_cell_003_l4_onnx_export_v0,wave02_crh_cell_003,validation,score_band_side,2024.06.05,2025.03.10,runtime_probe_completed,runtime_probe,True,True,53554,3885,3900,32,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_validation_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0,attempt_wave02_crh_cell_003_l4_research_oos_v0,onnxlab_wave02_crh_cell_003_cost_risk_holding_v0,bundle_wave02_crh_cell_003_l4_onnx_export_v0,wave02_crh_cell_003,research_oos,score_band_side,2025.04.03,2025.11.21,runtime_probe_completed,runtime_probe,True,True,45281,3012,3019,13,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_003_l4_decision_replay_research_oos_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0,attempt_wave02_crh_cell_004_l4_validation_v0,onnxlab_wave02_crh_cell_004_cost_risk_holding_v0,bundle_wave02_crh_cell_004_l4_onnx_export_v0,wave02_crh_cell_004,validation,score_band_side,2024.06.05,2025.03.10,runtime_probe_completed,runtime_probe,True,True,53554,5227,5232,30,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_validation_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0,attempt_wave02_crh_cell_004_l4_research_oos_v0,onnxlab_wave02_crh_cell_004_cost_risk_holding_v0,bundle_wave02_crh_cell_004_l4_onnx_export_v0,wave02_crh_cell_004,research_oos,score_band_side,2025.04.03,2025.11.21,runtime_probe_completed,runtime_probe,True,True,45281,4466,4471,19,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_004_l4_decision_replay_research_oos_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0,attempt_wave02_crh_cell_005_l4_validation_v0,onnxlab_wave02_crh_cell_005_cost_risk_holding_v0,bundle_wave02_crh_cell_005_l4_onnx_export_v0,wave02_crh_cell_005,validation,score_band_side,2024.06.05,2025.03.10,runtime_probe_completed,runtime_probe,True,True,53554,3897,3915,25,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_validation_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0,attempt_wave02_crh_cell_005_l4_research_oos_v0,onnxlab_wave02_crh_cell_005_cost_risk_holding_v0,bundle_wave02_crh_cell_005_l4_onnx_export_v0,wave02_crh_cell_005,research_oos,score_band_side,2025.04.03,2025.11.21,runtime_probe_completed,runtime_probe,True,True,45281,3509,3522,19,True,True,True,500.0,portable_contract_attempt,0,False,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0/terminal_run_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0/execution_telemetry_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0/tester_log_summary.yaml,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0/telemetry/execution_telemetry.csv,runtime/mt5_attempts/attempt_wave02_crh_cell_005_l4_decision_replay_research_oos_score_band_side_v0/reports/tester_report.htm,wave02_cost_risk_holding_decision_replay_runtime_observation_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,judge sparse decision surface with completed L4 runtime contract before any L5 or economics claim
