cell_id,run_id,bundle_id,validation_attempt_id,research_oos_attempt_id,validation_telemetry_observed,research_oos_telemetry_observed,both_period_roles_observed,nonempty_telemetry_pair,tester_report_pair_observed,runtime_probe_pair_complete,validation_row_count,research_oos_row_count,validation_score_mean,research_oos_score_mean,score_mean_delta_research_minus_validation,validation_score_min,validation_score_max,research_oos_score_min,research_oos_score_max,validation_spread_points_mean,research_oos_spread_points_mean,validation_proxy_trade_count,research_oos_proxy_trade_count,validation_proxy_trade_density,research_oos_proxy_trade_density,validation_proxy_profit_factor,research_oos_proxy_profit_factor,proxy_profit_factor_delta_research_minus_validation,decision_family,holding_policy,runtime_translation_status,proxy_judgment,comparison_class,standard_l4_completion,result_judgment,l5_routing_status,claim_boundary,next_action
wave02_crh_cell_001,onnxlab_wave02_crh_cell_001_cost_risk_holding_v0,bundle_wave02_crh_cell_001_l4_onnx_export_v0,attempt_wave02_crh_cell_001_l4_validation_v0,attempt_wave02_crh_cell_001_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.5002321778371158,0.500034938365544,-0.00019723947157179733,0.1051414311,0.9789975286,0.0277974904,0.9999587536,130.46745341150987,134.04525076743005,22838,21113,0.42440347877796775,0.46350244780575617,0.9700766852226039,0.9944351977437377,0.024358512521133746,abstain_timeout_h6,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
wave02_crh_cell_002,onnxlab_wave02_crh_cell_002_cost_risk_holding_v0,bundle_wave02_crh_cell_002_l4_onnx_export_v0,attempt_wave02_crh_cell_002_l4_validation_v0,attempt_wave02_crh_cell_002_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.7091843345113866,0.7103516748200327,0.0011673403086460699,0.2890284657,0.8955358863,0.3284705281,0.8948634267,130.46745341150987,134.04525076743005,23552,19155,0.43772070029364757,0.42057305961137337,0.9399402123628301,0.9992796320807652,0.059339419717935105,abstain_timeout_h12,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
wave02_crh_cell_003,onnxlab_wave02_crh_cell_003_cost_risk_holding_v0,bundle_wave02_crh_cell_003_l4_onnx_export_v0,attempt_wave02_crh_cell_003_l4_validation_v0,attempt_wave02_crh_cell_003_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.5077935034991206,0.5061928224391444,-0.0016006810599761279,0.1276589036,0.8263208866,0.0045006275,0.9781485796,130.46745341150987,134.04525076743005,16928,12976,0.3145766743477291,0.28486751114135805,0.9446244549543713,0.9133554332774775,-0.03126902167689383,adverse_excursion_stop,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
wave02_crh_cell_004,onnxlab_wave02_crh_cell_004_cost_risk_holding_v0,bundle_wave02_crh_cell_004_l4_onnx_export_v0,attempt_wave02_crh_cell_004_l4_validation_v0,attempt_wave02_crh_cell_004_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.6275529787538634,0.6293216342995738,0.0017686555457103736,0.1814527512,0.8475558162,0.2035817504,0.8475558162,130.46745341150987,134.04525076743005,15907,9798,0.3623957716316581,0.31053498985801214,0.964691516369884,1.1471338872005776,0.1824423708306936,open_failed_abstain_gate,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
wave02_crh_cell_005,onnxlab_wave02_crh_cell_005_cost_risk_holding_v0,bundle_wave02_crh_cell_005_l4_onnx_export_v0,attempt_wave02_crh_cell_005_l4_validation_v0,attempt_wave02_crh_cell_005_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.48360470741414646,0.48049438795528365,-0.003110319458862809,0.083807528,0.9642554522,0.020783931,0.9995083213,130.46745341150987,134.04525076743005,14425,8898,0.3286475895379568,0.2820106490872211,0.9156371292267316,1.0482335657653787,0.13259643653864717,session_abstain_timeout,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
wave02_crh_cell_006,onnxlab_wave02_crh_cell_006_cost_risk_holding_v0,bundle_wave02_crh_cell_006_l4_onnx_export_v0,attempt_wave02_crh_cell_006_l4_validation_v0,attempt_wave02_crh_cell_006_l4_research_oos_v0,true,true,true,true,true,true,53554,45281,0.7455949649434086,0.753330538432369,0.007735573488960368,0.2309715748,0.8842602968,0.251489222,0.8875089884,130.46745341150987,134.04525076743005,10120,7595,0.4129432407067368,0.3648986259248583,0.8745337717819621,1.0229953895713217,0.14846161778935962,volatility_stop_timeout,not_executed_score_telemetry_only,score_probe_preflight_direction_and_trade_execution_pending,preserved_clue,proxy_preserved_clue_runtime_score_observed_decision_execution_pending,completed_score_probe_with_report_observed,runtime_probe,l5_routing_review_requires_decision_execution_adapter_no_candidate_claim,wave02_cost_risk_holding_l4_pair_judgment_only_no_runtime_authority_no_economics_pass_no_candidate_no_live_readiness_no_goal_achieve,build or choose a bounded decision-execution adapter before any candidate-specific L5 manifest
