record_id,schema_version,record_family,stage_kind,goal_id,wave_id,campaign_id,synthesis_stage_id,surface_id,sweep_id,run_id,l4_pair_id,bundle_id,attempt_id,period_role,proxy_record_id,mt5_record_id,metric_id,metric_namespace,metric_value,value_type,unit,value_status,n_a_reason,authority,authority_path,authority_sha256,source_artifact_refs_json,parser_diagnostic,claim_effect,claim_boundary,created_at_utc
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_runtime_surface_kind_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.runtime.surface_kind,mt5_runtime,decision_execution,string,class,observed,,mt5_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",attempt_manifest_runtime_surface_contract.runtime_surface_kind,mt5_runtime_surface_classification_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_row_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.row_count,mt5_runtime,,int,rows,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_open_action_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.open_action_count,mt5_runtime,,int,actions,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_close_action_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.close_action_count,mt5_runtime,,int,actions,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_open_failed_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.open_failed_count,mt5_runtime,,int,actions,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_long_signal_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.long_signal_count,mt5_runtime,,int,signals,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_short_signal_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.short_signal_count,mt5_runtime,,int,signals,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_flat_signal_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.flat_signal_count,mt5_runtime,,int,signals,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_no_trade_flat_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.no_trade_flat_count,mt5_runtime,,int,actions,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
mt5_attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0_mt5_execution_hold_same_direction_count_v1,kpi_ledger_record_v1,mt5_runtime,campaign,goal_us100_onnx_forward_boundary_v0,wave_us100_wave03_volatility_state_transition_surface_v0,campaign_us100_wave03_volatility_state_transition_surface_v0,,surface_us100_wave03_compression_expansion_decision_v0,sweep_us100_wave03_compression_expansion_seed_v0,onnxlab_wave03_vst_cell_015_low_vol_breakout_h6_v0,wave03_vst_cell_015,bundle_wave03_vst_cell_015_l4_onnx_export_v0,attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0,research_oos,,,mt5.execution.hold_same_direction_count,mt5_runtime,,int,actions,missing_source,runtime_probe_incomplete,absence_recorded_by_attempt_manifest,runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml,c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8,"[{""availability"": ""present_hash_recorded"", ""path"": ""runtime/mt5_attempts/attempt_wave03_vst_cell_015_l5_research_oos_decision_execution_v0/attempt_manifest.yaml"", ""sha256"": ""c995eb8a6fb19f7f5eaac3d610fc329a3b7d4774b9c3a151a806e3ea261588a8"", ""size_bytes"": 40878}]",execution_telemetry_summary_missing;repair_required=inspect decision replay terminal output and execution telemetry materialization;fallback_required=derive counts from repo telemetry CSV or rerun decision replay parser before accepted n/a,mt5_decision_execution_observation_only_no_runtime_authority_no_economics_pass,kpi_observation_projection_only_no_runtime_authority_no_economics_pass_no_selected_baseline_no_live_readiness,2026-06-28T16:39:59Z
