mt5_date,prev_bar_mt5,next_bar_mt5,gap_seconds,missing_m5_bar_estimate
2020.01.30,2020.01.30 23:10:00,2020.01.30 23:30:00,1200,3
2020.02.03,2020.02.03 23:10:00,2020.02.03 23:30:00,1200,3
2020.02.04,2020.02.04 23:10:00,2020.02.04 23:30:00,1200,3
2020.02.05,2020.02.05 23:10:00,2020.02.05 23:30:00,1200,3
2020.02.06,2020.02.06 23:10:00,2020.02.06 23:30:00,1200,3
2020.02.10,2020.02.10 23:10:00,2020.02.10 23:30:00,1200,3
2020.02.11,2020.02.11 23:10:00,2020.02.11 23:30:00,1200,3
2020.02.12,2020.02.12 23:10:00,2020.02.12 23:30:00,1200,3
2020.02.13,2020.02.13 23:10:00,2020.02.13 23:30:00,1200,3
2020.02.18,2020.02.18 02:30:00,2020.02.18 02:45:00,900,2
2020.02.18,2020.02.18 23:10:00,2020.02.18 23:30:00,1200,3
2020.02.19,2020.02.19 23:10:00,2020.02.19 23:30:00,1200,3
2020.02.20,2020.02.20 23:10:00,2020.02.20 23:30:00,1200,3
2020.02.24,2020.02.24 23:10:00,2020.02.24 23:30:00,1200,3
2020.02.25,2020.02.25 23:10:00,2020.02.25 23:30:00,1200,3
2020.02.26,2020.02.26 23:10:00,2020.02.26 23:30:00,1200,3
2020.02.27,2020.02.27 23:10:00,2020.02.27 23:30:00,1200,3
2020.03.02,2020.03.02 03:35:00,2020.03.02 03:45:00,600,1
2020.03.02,2020.03.02 23:10:00,2020.03.02 23:30:00,1200,3
2020.03.03,2020.03.03 23:10:00,2020.03.03 23:30:00,1200,3
2020.03.04,2020.03.04 23:10:00,2020.03.04 23:30:00,1200,3
2020.03.05,2020.03.05 23:10:00,2020.03.05 23:30:00,1200,3
2020.03.09,2020.03.09 05:05:00,2020.03.09 05:15:00,600,1
2020.03.09,2020.03.09 05:20:00,2020.03.09 06:10:00,3000,9
2020.03.09,2020.03.09 07:05:00,2020.03.09 07:25:00,1200,3
2020.03.09,2020.03.09 07:25:00,2020.03.09 08:25:00,3600,11
2020.03.09,2020.03.09 08:35:00,2020.03.09 08:50:00,900,2
2020.03.09,2020.03.09 09:10:00,2020.03.09 09:25:00,900,2
2020.03.09,2020.03.09 09:40:00,2020.03.09 11:00:00,4800,15
2020.03.09,2020.03.09 11:05:00,2020.03.09 11:25:00,1200,3
2020.03.09,2020.03.09 11:25:00,2020.03.09 12:20:00,3300,10
2020.03.09,2020.03.09 12:50:00,2020.03.09 13:55:00,3900,12
2020.03.09,2020.03.09 13:55:00,2020.03.09 14:50:00,3300,10
2020.03.09,2020.03.09 14:50:00,2020.03.09 15:45:00,3300,10
2020.03.09,2020.03.09 15:45:00,2020.03.09 16:05:00,1200,3
2020.03.09,2020.03.09 16:05:00,2020.03.09 16:30:00,1500,4
2020.03.09,2020.03.09 16:35:00,2020.03.09 16:45:00,600,1
2020.03.09,2020.03.09 23:10:00,2020.03.09 23:30:00,1200,3
2020.03.10,2020.03.10 23:10:00,2020.03.10 23:30:00,1200,3
2020.03.11,2020.03.11 23:10:00,2020.03.11 23:30:00,1200,3
2020.03.12,2020.03.12 14:55:00,2020.03.12 15:25:00,1800,5
2020.03.12,2020.03.12 15:30:00,2020.03.12 16:05:00,2100,6
2020.03.12,2020.03.12 16:05:00,2020.03.12 16:30:00,1500,4
2020.03.12,2020.03.12 16:35:00,2020.03.12 16:50:00,900,2
2020.03.12,2020.03.12 23:10:00,2020.03.12 23:30:00,1200,3
2020.03.13,2020.03.13 14:15:00,2020.03.13 14:40:00,1500,4
2020.03.13,2020.03.13 14:40:00,2020.03.13 14:50:00,600,1
2020.03.13,2020.03.13 14:50:00,2020.03.13 15:00:00,600,1
2020.03.13,2020.03.13 15:05:00,2020.03.13 15:15:00,600,1
2020.03.13,2020.03.13 15:15:00,2020.03.13 16:05:00,3000,9
2020.03.13,2020.03.13 16:10:00,2020.03.13 16:30:00,1200,3
2020.03.16,2020.03.16 01:25:00,2020.03.16 07:05:00,20400,67
2020.03.16,2020.03.16 07:05:00,2020.03.16 13:50:00,24300,80
2020.03.16,2020.03.16 13:55:00,2020.03.16 14:30:00,2100,6
2020.03.16,2020.03.16 14:30:00,2020.03.16 16:45:00,8100,26
2020.03.16,2020.03.16 23:10:00,2020.03.16 23:30:00,1200,3
2020.03.17,2020.03.17 04:05:00,2020.03.17 05:10:00,3900,12
2020.03.17,2020.03.17 05:35:00,2020.03.17 06:15:00,2400,7
2020.03.17,2020.03.17 06:15:00,2020.03.17 11:25:00,18600,61
2020.03.17,2020.03.17 23:10:00,2020.03.17 23:30:00,1200,3
2020.03.18,2020.03.18 08:15:00,2020.03.18 08:35:00,1200,3
2020.03.18,2020.03.18 08:35:00,2020.03.18 11:00:00,8700,28
2020.03.18,2020.03.18 11:00:00,2020.03.18 13:00:00,7200,23
2020.03.18,2020.03.18 13:00:00,2020.03.18 16:30:00,12600,41
2020.03.18,2020.03.18 19:55:00,2020.03.18 20:10:00,900,2
2020.03.18,2020.03.18 23:10:00,2020.03.18 23:30:00,1200,3
2020.03.19,2020.03.19 23:10:00,2020.03.19 23:30:00,1200,3
2020.03.20,2020.03.20 12:45:00,2020.03.20 13:05:00,1200,3
2020.03.20,2020.03.20 13:05:00,2020.03.20 13:15:00,600,1
2020.03.23,2020.03.23 01:20:00,2020.03.23 05:20:00,14400,47
2020.03.23,2020.03.23 23:10:00,2020.03.23 23:30:00,1200,3
2020.03.24,2020.03.24 13:00:00,2020.03.24 14:00:00,3600,11
2020.03.24,2020.03.24 23:10:00,2020.03.24 23:30:00,1200,3
2020.03.25,2020.03.25 02:00:00,2020.03.25 02:10:00,600,1
2020.03.25,2020.03.25 23:10:00,2020.03.25 23:30:00,1200,3
2020.03.26,2020.03.26 23:10:00,2020.03.26 23:30:00,1200,3
2020.03.30,2020.03.30 23:10:00,2020.03.30 23:30:00,1200,3
2020.03.31,2020.03.31 23:10:00,2020.03.31 23:30:00,1200,3
2020.04.01,2020.04.01 23:10:00,2020.04.01 23:30:00,1200,3
2020.04.02,2020.04.02 23:10:00,2020.04.02 23:30:00,1200,3
2020.04.06,2020.04.06 23:10:00,2020.04.06 23:30:00,1200,3
2020.04.07,2020.04.07 23:10:00,2020.04.07 23:30:00,1200,3
2020.04.08,2020.04.08 23:10:00,2020.04.08 23:30:00,1200,3
2020.04.09,2020.04.09 23:10:00,2020.04.09 23:30:00,1200,3
2020.04.13,2020.04.13 23:10:00,2020.04.13 23:30:00,1200,3
2020.04.14,2020.04.14 23:10:00,2020.04.14 23:30:00,1200,3
2020.04.15,2020.04.15 23:10:00,2020.04.15 23:30:00,1200,3
2020.04.16,2020.04.16 23:10:00,2020.04.16 23:30:00,1200,3
2020.04.20,2020.04.20 23:10:00,2020.04.20 23:30:00,1200,3
2020.04.21,2020.04.21 23:10:00,2020.04.21 23:30:00,1200,3
2020.04.22,2020.04.22 23:10:00,2020.04.22 23:30:00,1200,3
2020.04.23,2020.04.23 23:10:00,2020.04.23 23:30:00,1200,3
2020.04.27,2020.04.27 23:10:00,2020.04.27 23:30:00,1200,3
2020.04.28,2020.04.28 23:10:00,2020.04.28 23:30:00,1200,3
2020.04.29,2020.04.29 23:10:00,2020.04.29 23:30:00,1200,3
2020.04.30,2020.04.30 23:10:00,2020.04.30 23:30:00,1200,3
2020.05.04,2020.05.04 23:10:00,2020.05.04 23:30:00,1200,3
2020.05.05,2020.05.05 23:10:00,2020.05.05 23:30:00,1200,3
2020.05.06,2020.05.06 23:10:00,2020.05.06 23:30:00,1200,3
2020.05.07,2020.05.07 23:10:00,2020.05.07 23:30:00,1200,3
2020.05.11,2020.05.11 23:10:00,2020.05.11 23:30:00,1200,3
2020.05.12,2020.05.12 23:10:00,2020.05.12 23:30:00,1200,3
2020.05.13,2020.05.13 23:10:00,2020.05.13 23:30:00,1200,3
2020.05.14,2020.05.14 23:10:00,2020.05.14 23:30:00,1200,3
2020.05.18,2020.05.18 20:50:00,2020.05.18 21:25:00,2100,6
2020.05.18,2020.05.18 23:10:00,2020.05.18 23:30:00,1200,3
2020.05.19,2020.05.19 23:10:00,2020.05.19 23:30:00,1200,3
2020.05.20,2020.05.20 23:10:00,2020.05.20 23:30:00,1200,3
2020.05.21,2020.05.21 23:10:00,2020.05.21 23:30:00,1200,3
2020.05.26,2020.05.26 23:10:00,2020.05.26 23:30:00,1200,3
2020.05.27,2020.05.27 23:10:00,2020.05.27 23:30:00,1200,3
2020.05.28,2020.05.28 23:10:00,2020.05.28 23:30:00,1200,3
2020.06.01,2020.06.01 23:10:00,2020.06.01 23:30:00,1200,3
2020.06.02,2020.06.02 23:10:00,2020.06.02 23:30:00,1200,3
2020.06.03,2020.06.03 23:10:00,2020.06.03 23:30:00,1200,3
2020.06.04,2020.06.04 23:10:00,2020.06.04 23:30:00,1200,3
2020.06.08,2020.06.08 23:10:00,2020.06.08 23:30:00,1200,3
2020.06.09,2020.06.09 23:10:00,2020.06.09 23:30:00,1200,3
2020.06.10,2020.06.10 23:10:00,2020.06.10 23:30:00,1200,3
2020.06.11,2020.06.11 23:10:00,2020.06.11 23:30:00,1200,3
2020.06.15,2020.06.15 23:10:00,2020.06.15 23:30:00,1200,3
2020.06.16,2020.06.16 23:10:00,2020.06.16 23:30:00,1200,3
2020.06.17,2020.06.17 23:10:00,2020.06.17 23:30:00,1200,3
2020.06.18,2020.06.18 23:10:00,2020.06.18 23:30:00,1200,3
2020.06.22,2020.06.22 23:10:00,2020.06.22 23:30:00,1200,3
2020.06.23,2020.06.23 23:10:00,2020.06.23 23:30:00,1200,3
2020.06.24,2020.06.24 23:10:00,2020.06.24 23:30:00,1200,3
2020.06.25,2020.06.25 23:10:00,2020.06.25 23:30:00,1200,3
2020.06.29,2020.06.29 23:10:00,2020.06.29 23:30:00,1200,3
2020.06.30,2020.06.30 23:10:00,2020.06.30 23:30:00,1200,3
2020.07.01,2020.07.01 23:10:00,2020.07.01 23:30:00,1200,3
2020.07.02,2020.07.02 23:10:00,2020.07.02 23:30:00,1200,3
2020.07.06,2020.07.06 23:10:00,2020.07.06 23:30:00,1200,3
2020.07.07,2020.07.07 23:10:00,2020.07.07 23:30:00,1200,3
2020.07.08,2020.07.08 23:10:00,2020.07.08 23:30:00,1200,3
2020.07.09,2020.07.09 23:10:00,2020.07.09 23:30:00,1200,3
2020.07.13,2020.07.13 23:10:00,2020.07.13 23:30:00,1200,3
2020.07.14,2020.07.14 23:10:00,2020.07.14 23:30:00,1200,3
2020.07.15,2020.07.15 23:10:00,2020.07.15 23:30:00,1200,3
2020.07.16,2020.07.16 23:10:00,2020.07.16 23:30:00,1200,3
2020.07.20,2020.07.20 23:10:00,2020.07.20 23:30:00,1200,3
2020.07.21,2020.07.21 23:10:00,2020.07.21 23:30:00,1200,3
2020.07.22,2020.07.22 23:10:00,2020.07.22 23:30:00,1200,3
2020.07.23,2020.07.23 23:10:00,2020.07.23 23:30:00,1200,3
2020.07.27,2020.07.27 09:30:00,2020.07.27 09:40:00,600,1
2020.07.27,2020.07.27 23:10:00,2020.07.27 23:30:00,1200,3
2020.07.28,2020.07.28 23:10:00,2020.07.28 23:30:00,1200,3
2020.07.29,2020.07.29 23:10:00,2020.07.29 23:30:00,1200,3
2020.07.30,2020.07.30 23:10:00,2020.07.30 23:30:00,1200,3
2020.08.03,2020.08.03 23:10:00,2020.08.03 23:30:00,1200,3
2020.08.04,2020.08.04 23:10:00,2020.08.04 23:30:00,1200,3
2020.08.05,2020.08.05 23:10:00,2020.08.05 23:30:00,1200,3
2020.08.06,2020.08.06 23:10:00,2020.08.06 23:30:00,1200,3
2020.08.10,2020.08.10 23:10:00,2020.08.10 23:30:00,1200,3
2020.08.11,2020.08.11 23:10:00,2020.08.11 23:30:00,1200,3
2020.08.12,2020.08.12 23:10:00,2020.08.12 23:30:00,1200,3
2020.08.13,2020.08.13 23:10:00,2020.08.13 23:30:00,1200,3
2020.08.17,2020.08.17 23:10:00,2020.08.17 23:30:00,1200,3
2020.08.18,2020.08.18 23:10:00,2020.08.18 23:30:00,1200,3
2020.08.19,2020.08.19 23:10:00,2020.08.19 23:30:00,1200,3
2020.08.20,2020.08.20 03:50:00,2020.08.20 04:00:00,600,1
2020.08.20,2020.08.20 23:10:00,2020.08.20 23:30:00,1200,3
2020.08.24,2020.08.24 23:10:00,2020.08.24 23:30:00,1200,3
2020.08.25,2020.08.25 23:10:00,2020.08.25 23:30:00,1200,3
2020.08.26,2020.08.26 23:10:00,2020.08.26 23:30:00,1200,3
2020.08.27,2020.08.27 23:10:00,2020.08.27 23:30:00,1200,3
2020.08.31,2020.08.31 23:10:00,2020.08.31 23:30:00,1200,3
2020.09.01,2020.09.01 23:10:00,2020.09.01 23:30:00,1200,3
2020.09.02,2020.09.02 23:10:00,2020.09.02 23:30:00,1200,3
2020.09.03,2020.09.03 23:10:00,2020.09.03 23:30:00,1200,3
2020.09.08,2020.09.08 23:10:00,2020.09.08 23:30:00,1200,3
2020.09.09,2020.09.09 23:10:00,2020.09.09 23:30:00,1200,3
2020.09.10,2020.09.10 23:10:00,2020.09.10 23:30:00,1200,3
2020.09.14,2020.09.14 23:10:00,2020.09.14 23:30:00,1200,3
2020.09.15,2020.09.15 23:10:00,2020.09.15 23:30:00,1200,3
2020.09.16,2020.09.16 23:10:00,2020.09.16 23:30:00,1200,3
2020.09.17,2020.09.17 23:10:00,2020.09.17 23:30:00,1200,3
2020.09.21,2020.09.21 23:10:00,2020.09.21 23:30:00,1200,3
2020.09.22,2020.09.22 23:10:00,2020.09.22 23:30:00,1200,3
2020.09.23,2020.09.23 23:10:00,2020.09.23 23:30:00,1200,3
2020.09.24,2020.09.24 23:10:00,2020.09.24 23:30:00,1200,3
2020.09.28,2020.09.28 23:10:00,2020.09.28 23:30:00,1200,3
2020.09.29,2020.09.29 23:10:00,2020.09.29 23:30:00,1200,3
2020.09.30,2020.09.30 23:10:00,2020.09.30 23:30:00,1200,3
2020.10.01,2020.10.01 23:10:00,2020.10.01 23:30:00,1200,3
2020.10.05,2020.10.05 23:10:00,2020.10.05 23:30:00,1200,3
2020.10.06,2020.10.06 23:10:00,2020.10.06 23:30:00,1200,3
2020.10.07,2020.10.07 23:10:00,2020.10.07 23:30:00,1200,3
2020.10.08,2020.10.08 23:10:00,2020.10.08 23:30:00,1200,3
2020.10.12,2020.10.12 23:10:00,2020.10.12 23:30:00,1200,3
2020.10.13,2020.10.13 23:10:00,2020.10.13 23:30:00,1200,3
2020.10.14,2020.10.14 23:10:00,2020.10.14 23:30:00,1200,3
2020.10.15,2020.10.15 23:10:00,2020.10.15 23:30:00,1200,3
2020.10.19,2020.10.19 23:10:00,2020.10.19 23:30:00,1200,3
2020.10.20,2020.10.20 23:10:00,2020.10.20 23:30:00,1200,3
2020.10.21,2020.10.21 23:10:00,2020.10.21 23:30:00,1200,3
2020.10.22,2020.10.22 23:10:00,2020.10.22 23:30:00,1200,3
2020.10.26,2020.10.26 23:10:00,2020.10.26 23:30:00,1200,3
2020.10.27,2020.10.27 23:10:00,2020.10.27 23:30:00,1200,3
2020.10.28,2020.10.28 23:10:00,2020.10.28 23:30:00,1200,3
2020.10.29,2020.10.29 23:10:00,2020.10.29 23:30:00,1200,3
2020.11.02,2020.11.02 23:10:00,2020.11.02 23:30:00,1200,3
2020.11.03,2020.11.03 23:10:00,2020.11.03 23:30:00,1200,3
2020.11.04,2020.11.04 23:10:00,2020.11.04 23:30:00,1200,3
2020.11.05,2020.11.05 23:10:00,2020.11.05 23:30:00,1200,3
2020.11.09,2020.11.09 23:10:00,2020.11.09 23:30:00,1200,3
2020.11.10,2020.11.10 23:10:00,2020.11.10 23:30:00,1200,3
2020.11.11,2020.11.11 23:10:00,2020.11.11 23:30:00,1200,3
2020.11.12,2020.11.12 23:10:00,2020.11.12 23:30:00,1200,3
2020.11.16,2020.11.16 23:10:00,2020.11.16 23:30:00,1200,3
2020.11.17,2020.11.17 23:10:00,2020.11.17 23:30:00,1200,3
2020.11.18,2020.11.18 23:10:00,2020.11.18 23:30:00,1200,3
2020.11.19,2020.11.19 23:10:00,2020.11.19 23:30:00,1200,3
2020.11.23,2020.11.23 23:10:00,2020.11.23 23:30:00,1200,3
2020.11.24,2020.11.24 23:10:00,2020.11.24 23:30:00,1200,3
2020.11.25,2020.11.25 23:10:00,2020.11.25 23:30:00,1200,3
2020.11.30,2020.11.30 23:10:00,2020.11.30 23:30:00,1200,3
2020.12.01,2020.12.01 23:10:00,2020.12.01 23:30:00,1200,3
2020.12.02,2020.12.02 23:10:00,2020.12.02 23:30:00,1200,3
2020.12.03,2020.12.03 23:10:00,2020.12.03 23:30:00,1200,3
2020.12.07,2020.12.07 23:10:00,2020.12.07 23:30:00,1200,3
2020.12.08,2020.12.08 23:10:00,2020.12.08 23:30:00,1200,3
2020.12.09,2020.12.09 23:10:00,2020.12.09 23:30:00,1200,3
2020.12.10,2020.12.10 23:10:00,2020.12.10 23:30:00,1200,3
2020.12.14,2020.12.14 23:10:00,2020.12.14 23:30:00,1200,3
2020.12.15,2020.12.15 23:10:00,2020.12.15 23:30:00,1200,3
2020.12.16,2020.12.16 23:10:00,2020.12.16 23:30:00,1200,3
2020.12.17,2020.12.17 23:10:00,2020.12.17 23:30:00,1200,3
2020.12.21,2020.12.21 23:10:00,2020.12.21 23:30:00,1200,3
2020.12.22,2020.12.22 23:10:00,2020.12.22 23:30:00,1200,3
2020.12.23,2020.12.23 23:10:00,2020.12.23 23:30:00,1200,3
2020.12.28,2020.12.28 23:10:00,2020.12.28 23:30:00,1200,3
2020.12.29,2020.12.29 23:10:00,2020.12.29 23:30:00,1200,3
2020.12.30,2020.12.30 23:10:00,2020.12.30 23:30:00,1200,3
2020.12.31,2020.12.31 23:10:00,2020.12.31 23:30:00,1200,3
2021.01.04,2021.01.04 23:10:00,2021.01.04 23:30:00,1200,3
2021.01.05,2021.01.05 23:10:00,2021.01.05 23:30:00,1200,3
2021.01.06,2021.01.06 23:10:00,2021.01.06 23:30:00,1200,3
2021.01.07,2021.01.07 23:10:00,2021.01.07 23:30:00,1200,3
2021.01.11,2021.01.11 23:10:00,2021.01.11 23:30:00,1200,3
2021.01.12,2021.01.12 23:10:00,2021.01.12 23:30:00,1200,3
2021.01.13,2021.01.13 23:10:00,2021.01.13 23:30:00,1200,3
2021.01.14,2021.01.14 23:10:00,2021.01.14 23:30:00,1200,3
2021.01.19,2021.01.19 23:10:00,2021.01.19 23:30:00,1200,3
2021.01.20,2021.01.20 23:10:00,2021.01.20 23:30:00,1200,3
2021.01.21,2021.01.21 23:10:00,2021.01.21 23:30:00,1200,3
2021.01.25,2021.01.25 23:10:00,2021.01.25 23:30:00,1200,3
2021.01.26,2021.01.26 23:10:00,2021.01.26 23:30:00,1200,3
2021.01.27,2021.01.27 23:10:00,2021.01.27 23:30:00,1200,3
2021.01.28,2021.01.28 23:10:00,2021.01.28 23:30:00,1200,3
2021.02.01,2021.02.01 02:45:00,2021.02.01 03:00:00,900,2
2021.02.01,2021.02.01 23:10:00,2021.02.01 23:30:00,1200,3
2021.02.02,2021.02.02 23:10:00,2021.02.02 23:30:00,1200,3
2021.02.03,2021.02.03 23:10:00,2021.02.03 23:30:00,1200,3
2021.02.04,2021.02.04 23:10:00,2021.02.04 23:30:00,1200,3
2021.02.08,2021.02.08 23:10:00,2021.02.08 23:30:00,1200,3
2021.02.09,2021.02.09 23:10:00,2021.02.09 23:30:00,1200,3
2021.02.10,2021.02.10 23:10:00,2021.02.10 23:30:00,1200,3
2021.02.11,2021.02.11 23:10:00,2021.02.11 23:30:00,1200,3
2021.02.16,2021.02.16 23:10:00,2021.02.16 23:30:00,1200,3
2021.02.17,2021.02.17 23:10:00,2021.02.17 23:30:00,1200,3
2021.02.18,2021.02.18 23:10:00,2021.02.18 23:30:00,1200,3
2021.02.22,2021.02.22 23:10:00,2021.02.22 23:30:00,1200,3
2021.02.23,2021.02.23 23:10:00,2021.02.23 23:30:00,1200,3
2021.02.24,2021.02.24 23:10:00,2021.02.24 23:30:00,1200,3
2021.02.25,2021.02.25 23:10:00,2021.02.25 23:30:00,1200,3
2021.03.01,2021.03.01 23:10:00,2021.03.01 23:30:00,1200,3
2021.03.02,2021.03.02 23:10:00,2021.03.02 23:30:00,1200,3
2021.03.03,2021.03.03 23:10:00,2021.03.03 23:30:00,1200,3
2021.03.04,2021.03.04 23:10:00,2021.03.04 23:30:00,1200,3
2021.03.08,2021.03.08 23:10:00,2021.03.08 23:30:00,1200,3
2021.03.09,2021.03.09 23:10:00,2021.03.09 23:30:00,1200,3
2021.03.10,2021.03.10 23:10:00,2021.03.10 23:30:00,1200,3
2021.03.11,2021.03.11 23:10:00,2021.03.11 23:30:00,1200,3
2021.03.15,2021.03.15 23:10:00,2021.03.15 23:30:00,1200,3
2021.03.16,2021.03.16 23:10:00,2021.03.16 23:30:00,1200,3
2021.03.17,2021.03.17 23:10:00,2021.03.17 23:30:00,1200,3
2021.03.18,2021.03.18 23:10:00,2021.03.18 23:30:00,1200,3
2021.03.22,2021.03.22 23:10:00,2021.03.22 23:30:00,1200,3
2021.03.23,2021.03.23 23:10:00,2021.03.23 23:30:00,1200,3
2021.03.24,2021.03.24 23:10:00,2021.03.24 23:30:00,1200,3
2021.03.25,2021.03.25 23:10:00,2021.03.25 23:30:00,1200,3
2021.03.29,2021.03.29 23:10:00,2021.03.29 23:30:00,1200,3
2021.03.30,2021.03.30 23:10:00,2021.03.30 23:30:00,1200,3
2021.03.31,2021.03.31 23:10:00,2021.03.31 23:30:00,1200,3
2021.04.01,2021.04.01 23:10:00,2021.04.01 23:30:00,1200,3
2021.04.05,2021.04.05 23:10:00,2021.04.05 23:30:00,1200,3
2021.04.06,2021.04.06 23:10:00,2021.04.06 23:30:00,1200,3
2021.04.07,2021.04.07 23:10:00,2021.04.07 23:30:00,1200,3
2021.04.08,2021.04.08 23:10:00,2021.04.08 23:30:00,1200,3
2021.04.12,2021.04.12 23:10:00,2021.04.12 23:30:00,1200,3
2021.04.13,2021.04.13 23:10:00,2021.04.13 23:30:00,1200,3
2021.04.14,2021.04.14 23:10:00,2021.04.14 23:30:00,1200,3
2021.04.15,2021.04.15 23:10:00,2021.04.15 23:30:00,1200,3
2021.04.19,2021.04.19 23:10:00,2021.04.19 23:30:00,1200,3
2021.04.20,2021.04.20 23:10:00,2021.04.20 23:30:00,1200,3
2021.04.21,2021.04.21 23:10:00,2021.04.21 23:30:00,1200,3
2021.04.22,2021.04.22 23:10:00,2021.04.22 23:30:00,1200,3
2021.04.26,2021.04.26 23:10:00,2021.04.26 23:30:00,1200,3
2021.04.27,2021.04.27 23:10:00,2021.04.27 23:30:00,1200,3
2021.04.28,2021.04.28 23:10:00,2021.04.28 23:30:00,1200,3
2021.04.29,2021.04.29 23:10:00,2021.04.29 23:30:00,1200,3
2021.05.03,2021.05.03 23:10:00,2021.05.03 23:30:00,1200,3
2021.05.04,2021.05.04 23:10:00,2021.05.04 23:30:00,1200,3
2021.05.05,2021.05.05 23:10:00,2021.05.05 23:30:00,1200,3
2021.05.06,2021.05.06 23:10:00,2021.05.06 23:30:00,1200,3
2021.05.10,2021.05.10 23:10:00,2021.05.10 23:30:00,1200,3
2021.05.11,2021.05.11 23:10:00,2021.05.11 23:30:00,1200,3
2021.05.12,2021.05.12 23:10:00,2021.05.12 23:30:00,1200,3
2021.05.13,2021.05.13 23:10:00,2021.05.13 23:30:00,1200,3
2021.05.17,2021.05.17 23:10:00,2021.05.17 23:30:00,1200,3
2021.05.18,2021.05.18 23:10:00,2021.05.18 23:30:00,1200,3
2021.05.19,2021.05.19 23:10:00,2021.05.19 23:30:00,1200,3
2021.05.20,2021.05.20 23:10:00,2021.05.20 23:30:00,1200,3
2021.05.24,2021.05.24 23:10:00,2021.05.24 23:30:00,1200,3
2021.05.25,2021.05.25 23:10:00,2021.05.25 23:30:00,1200,3
2021.05.26,2021.05.26 23:10:00,2021.05.26 23:30:00,1200,3
2021.05.27,2021.05.27 23:10:00,2021.05.27 23:30:00,1200,3
2021.06.01,2021.06.01 23:10:00,2021.06.01 23:30:00,1200,3
2021.06.02,2021.06.02 23:10:00,2021.06.02 23:30:00,1200,3
2021.06.03,2021.06.03 23:10:00,2021.06.03 23:30:00,1200,3
2021.06.07,2021.06.07 23:10:00,2021.06.07 23:30:00,1200,3
2021.06.08,2021.06.08 23:10:00,2021.06.08 23:30:00,1200,3
2021.06.09,2021.06.09 23:10:00,2021.06.09 23:30:00,1200,3
2021.06.10,2021.06.10 23:10:00,2021.06.10 23:30:00,1200,3
2021.06.14,2021.06.14 23:10:00,2021.06.14 23:30:00,1200,3
2021.06.15,2021.06.15 23:10:00,2021.06.15 23:30:00,1200,3
2021.06.16,2021.06.16 23:10:00,2021.06.16 23:30:00,1200,3
2021.06.17,2021.06.17 23:10:00,2021.06.17 23:30:00,1200,3
2021.06.21,2021.06.21 23:10:00,2021.06.21 23:30:00,1200,3
2021.06.22,2021.06.22 23:10:00,2021.06.22 23:30:00,1200,3
2021.06.23,2021.06.23 23:10:00,2021.06.23 23:30:00,1200,3
2021.06.24,2021.06.24 23:10:00,2021.06.24 23:30:00,1200,3
2021.06.28,2021.06.28 23:10:00,2021.06.28 23:30:00,1200,3
2021.06.29,2021.06.29 23:10:00,2021.06.29 23:30:00,1200,3
2021.06.30,2021.06.30 23:10:00,2021.06.30 23:30:00,1200,3
2021.07.01,2021.07.01 23:10:00,2021.07.01 23:30:00,1200,3
2021.07.06,2021.07.06 23:10:00,2021.07.06 23:30:00,1200,3
2021.07.07,2021.07.07 23:10:00,2021.07.07 23:30:00,1200,3
2021.07.08,2021.07.08 23:10:00,2021.07.08 23:30:00,1200,3
2021.07.12,2021.07.12 23:10:00,2021.07.12 23:30:00,1200,3
2021.07.13,2021.07.13 23:10:00,2021.07.13 23:30:00,1200,3
2021.07.14,2021.07.14 23:10:00,2021.07.14 23:30:00,1200,3
2021.07.15,2021.07.15 23:10:00,2021.07.15 23:30:00,1200,3
2021.07.19,2021.07.19 23:10:00,2021.07.19 23:30:00,1200,3
2021.07.20,2021.07.20 23:10:00,2021.07.20 23:30:00,1200,3
2021.07.21,2021.07.21 23:10:00,2021.07.21 23:30:00,1200,3
2021.07.22,2021.07.22 23:10:00,2021.07.22 23:30:00,1200,3
2021.07.26,2021.07.26 23:10:00,2021.07.26 23:30:00,1200,3
2021.07.27,2021.07.27 23:10:00,2021.07.27 23:30:00,1200,3
2021.07.28,2021.07.28 23:10:00,2021.07.28 23:30:00,1200,3
2021.07.29,2021.07.29 23:10:00,2021.07.29 23:30:00,1200,3
2021.08.02,2021.08.02 23:10:00,2021.08.02 23:30:00,1200,3
2021.08.03,2021.08.03 23:10:00,2021.08.03 23:30:00,1200,3
2021.08.04,2021.08.04 23:10:00,2021.08.04 23:30:00,1200,3
2021.08.05,2021.08.05 23:10:00,2021.08.05 23:30:00,1200,3
2021.08.09,2021.08.09 23:10:00,2021.08.09 23:30:00,1200,3
2021.08.10,2021.08.10 23:10:00,2021.08.10 23:30:00,1200,3
2021.08.11,2021.08.11 23:10:00,2021.08.11 23:30:00,1200,3
2021.08.12,2021.08.12 23:10:00,2021.08.12 23:30:00,1200,3
2021.08.16,2021.08.16 23:10:00,2021.08.16 23:30:00,1200,3
2021.08.17,2021.08.17 23:10:00,2021.08.17 23:30:00,1200,3
2021.08.18,2021.08.18 23:10:00,2021.08.18 23:30:00,1200,3
2021.08.19,2021.08.19 23:10:00,2021.08.19 23:30:00,1200,3
2021.08.23,2021.08.23 23:10:00,2021.08.23 23:30:00,1200,3
2021.08.24,2021.08.24 23:10:00,2021.08.24 23:30:00,1200,3
2021.08.25,2021.08.25 23:10:00,2021.08.25 23:30:00,1200,3
